"Delay","Load","Wind","Temp","Turnaround","ArrDep","WindDir","Precip","Date","SchDepTime","Terminal","Delayed","Airport"
0,"78.3%","8","13","1H 50M",1,"W","none","14-May-22","06:55","T2","no","Aberdeen"
5.1,"88%","6.2","1.8","1H 40M",4,"W","none","15-May-22","14:10","T1","yes","Aberdeen"
9,"85.3%","5.9","9.6","1H 3M",6,"N","none","16-May-22","14:10","T2","yes","Aberdeen"
8,"87.6%","0.5","14.7","0H 53M",6,"N","rain","17-May-22","06:55","T2","yes","Aberdeen"
23.7,"87.3%","5.3","15.2","1H 58M",2,"W","rain","18-May-22","14:10","T1","yes","Aberdeen"
19.5,"88.6%","3.9","19.9","0H 53M",5,"N","none","19-May-22","14:10","T1","yes","Aberdeen"
9.1,"78.2%","3.2","13.9","1H 37M",5,"W","rain","20-May-22","20:15","T2","yes","Aberdeen"
14.1,"89.5%","6.4","15.3","2H 2M",2,"W","none","21-May-22","20:15","T1","yes","Aberdeen"
24.4,"81.7%","2.4","23.2","1H 5M",4,"W","rain","22-May-22","14:10","T2","yes","Aberdeen"
0,"91.8%","2","3.2","2H 9M",4,"S","none","23-May-22","20:15","T2","no","Aberdeen"
0,"61.5%","3.5","22","1H 36M",2,"N","none","24-May-22","14:10","T2","no","Aberdeen"
26.4,"87.7%","","","1H 1M",6,"W","rain","25-May-22","14:10","T2","yes","Aberdeen"
8.1,"91%","1.5","8.4","1H 28M",7,"N","rain","26-May-22","20:15","T2","yes","Aberdeen"
0,"71.1%","1.3","8.1","1H 54M",4,"W","rain","27-May-22","14:10","T2","no","Aberdeen"
27.9,"86.8%","11.9","14.5","0H 48M",5,"W","none","28-May-22","06:55","T1","yes","Aberdeen"
0,"96.5%","3.4","-1.2","1H 43M",6,"S","none","29-May-22","14:10","T1","no","Aberdeen"
0,"80.7%","1.9","15.7","1H 22M",1,"S","none","30-May-22","06:55","T1","no","Aberdeen"
12.2,"92.2%","9.1","15.3","1H 32M",3,"N","none","31-May-22","14:10","T1","yes","Aberdeen"
14.9,"95%","1.6","5.6","1H 45M",7,"W","rain","01-Jun-22","20:15","T2","yes","Aberdeen"
0,"76.3%","2.6","6.4","2H 36M",4,"N","none","02-Jun-22","20:15","T2","no","Aberdeen"
0,"92.1%","5.4","0.4","1H 57M",6,"N","none","03-Jun-22","20:15","T1","no","Aberdeen"
9.7,"93.5%","1.7","17","1H 14M",5,"S","none","04-Jun-22","14:10","T1","yes","Aberdeen"
0,"85.4%","0.8","9.1","2H 2M",0,"S","none","05-Jun-22","06:55","T1","no","Aberdeen"
10.7,"101.1%","5.9","-1.8","1H 11M",7,"E","none","06-Jun-22","06:55","T1","yes","Aberdeen"
0,"80.1%","0.5","8.2","1H 57M",5,"S","none","07-Jun-22","20:15","T2","no","Aberdeen"
7.7,"94.5%","0.5","3.5","2H 2M",8,"W","rain","08-Jun-22","20:15","T2","yes","Aberdeen"
0,"82.7%","4.5","7.4","2H 7M",2,"E","none","09-Jun-22","06:55","T2","no","Aberdeen"
24.8,"101.7%","6.1","9.1","1H 28M",7,"E","none","10-Jun-22","20:15","T1","yes","Aberdeen"
0,"98.2%","0.7","8.9","1H 39M",4,"S","none","11-Jun-22","06:55","T1","no","Aberdeen"
0,"84.8%","6.5","12","1H 36M",2,"E","none","12-Jun-22","06:55","T1","no","Aberdeen"
20.2,"94.8%","0.9","22.6","1H 27M",7,"N","none","13-Jun-22","20:15","T2","yes","Aberdeen"
0,"80.6%","1.5","9.7","1H 49M",3,"S","none","14-Jun-22","14:10","T1","no","Aberdeen"
9.1,"87.2%","1.9","16.9","1H 43M",5,"W","rain","15-Jun-22","20:15","T2","yes","Aberdeen"
6.8,"97%","0.2","18.8","1H 32M",5,"S","none","16-Jun-22","14:10","T1","yes","Aberdeen"
10.9,"93.1%","4","15.6","1H 23M",6,"E","none","17-Jun-22","14:10","T2","yes","Aberdeen"
9.8,"97.8%","5.1","14","1H 41M",2,"W","none","18-Jun-22","06:55","T1","yes","Aberdeen"
10.2,"98.7%","0.8","14.4","1H 37M",7,"N","none","19-Jun-22","14:10","T2","yes","Aberdeen"
0,"94.9%","0.4","14.9","1H 51M",4,"S","none","20-Jun-22","20:15","T1","no","Aberdeen"
7.3,"88.8%","2.8","14","1H 48M",7,"W","none","21-Jun-22","20:15","T2","yes","Aberdeen"
0,"71.4%","0.4","25.9","0H 58M",4,"W","rain","22-Jun-22","06:55","T1","no","Aberdeen"
0,"84.2%","1.3","12.8","2H 19M",5,"S","none","23-Jun-22","20:15","T2","no","Aberdeen"
7,"96.3%","6.3","16.2","1H 55M",3,"W","none","24-Jun-22","06:55","T1","yes","Aberdeen"
7.5,"88.7%","2.3","22.2","1H 36M",5,"E","none","25-Jun-22","20:15","T2","yes","Aberdeen"
0,"93.9%","1.2","14.9","2H 7M",5,"S","none","26-Jun-22","20:15","T2","no","Aberdeen"
0,"87%","0.9","18.6","2H 1M",2,"W","none","27-Jun-22","06:55","T2","no","Aberdeen"
20.8,"95.1%","3","23.9","1H 15M",6,"W","none","28-Jun-22","14:10","T1","yes","Aberdeen"
0,"94.9%","","","1H 21M",5,"E","none","29-Jun-22","06:55","T1","no","Aberdeen"
0,"90.5%","1.9","20.2","1H 56M",5,"W","none","30-Jun-22","20:15","T2","no","Aberdeen"
0,"89%","0.3","20.1","1H 55M",5,"E","none","01-Jul-22","14:10","T1","no","Aberdeen"
0,"93.3%","1.4","12.4","2H 26M",4,"W","none","02-Jul-22","20:15","T1","no","Aberdeen"
15.1,"104%","4.4","15.2","1H 50M",7,"W","none","03-Jul-22","14:10","T2","yes","Aberdeen"
0,"94.1%","2.2","18","1H 31M",5,"W","none","04-Jul-22","06:55","T1","no","Aberdeen"
39.4,"94.1%","6.2","25.1","1H 39M",7,"W","none","05-Jul-22","20:15","T2","yes","Aberdeen"
0,"91.3%","1.2","18.9","1H 44M",6,"E","none","06-Jul-22","14:10","T2","no","Aberdeen"
7.6,"103.6%","1.4","15","1H 47M",6,"N","none","07-Jul-22","14:10","T1","yes","Aberdeen"
0,"97.1%","2.5","0.6","1H 52M",6,"W","none","08-Jul-22","06:55","T2","no","Aberdeen"
0,"81.9%","0.8","22.2","1H 48M",3,"W","rain","09-Jul-22","14:10","T2","no","Aberdeen"
11.5,"114%","3.8","-0.3","2H 24M",8,"N","none","10-Jul-22","20:15","T2","yes","Aberdeen"
29.9,"98%","2.7","25.1","1H 17M",5,"W","none","11-Jul-22","14:10","T1","yes","Aberdeen"
18.7,"93.4%","5.3","17.2","1H 27M",6,"W","none","12-Jul-22","14:10","T2","yes","Aberdeen"
0,"102.7%","2.2","8.8","1H 36M",5,"N","none","13-Jul-22","06:55","T2","no","Aberdeen"
0,"93%","0.9","8.8","1H 43M",4,"S","none","14-Jul-22","06:55","T1","no","Aberdeen"
8.7,"86.2%","0.5","17.8","1H 43M",5,"W","rain","15-Jul-22","20:15","T2","yes","Aberdeen"
0,"91.5%","7.3","16.2","1H 46M",0,"W","none","16-Jul-22","06:55","T1","no","Aberdeen"
10.4,"90.8%","3.4","13","1H 55M",5,"W","none","17-Jul-22","20:15","T2","yes","Aberdeen"
0,"78.7%","1.5","16.6","1H 35M",4,"W","rain","18-Jul-22","14:10","T2","no","Aberdeen"
12.9,"100.1%","5.4","11.7","1H 31M",4,"E","none","19-Jul-22","06:55","T1","yes","Aberdeen"
0,"96.9%","2.9","3.7","1H 30M",7,"N","none","20-Jul-22","06:55","T2","no","Aberdeen"
10.5,"97.5%","2.5","11.7","1H 30M",8,"S","none","21-Jul-22","20:15","T2","yes","Aberdeen"
0,"90.9%","0.1","4.2","2H 16M",4,"S","none","22-Jul-22","14:10","T2","no","Aberdeen"
17.4,"101.3%","3","17.4","1H 11M",8,"S","none","23-Jul-22","14:10","T2","yes","Aberdeen"
37.8,"93.4%","4.1","15","1H 15M",7,"W","rain","24-Jul-22","14:10","T2","yes","Aberdeen"
0,"77.6%","1.1","22","1H 9M",3,"N","none","25-Jul-22","06:55","T2","no","Aberdeen"
8.7,"92.5%","10.6","11.2","1H 31M",3,"W","none","26-Jul-22","06:55","T2","yes","Aberdeen"
0,"78.7%","6.7","19.3","1H 58M",1,"E","none","27-Jul-22","14:10","T2","no","Aberdeen"
17.5,"86.9%","5.7","14.7","1H 38M",4,"W","rain","28-Jul-22","20:15","T1","yes","Aberdeen"
0,"79.1%","0.6","11.5","2H 15M",2,"W","rain","29-Jul-22","14:10","T1","no","Aberdeen"
0,"82.8%","3.6","17.7","1H 32M",2,"N","none","30-Jul-22","06:55","T1","no","Aberdeen"
0,"86.9%","5.3","15.8","1H 43M",3,"E","none","31-Jul-22","06:55","T2","no","Aberdeen"
0,"84.8%","0.2","24.8","1H 52M",2,"S","none","01-Aug-22","14:10","T1","no","Aberdeen"
11.6,"91.2%","8.6","9.8","1H 33M",3,"W","none","02-Aug-22","06:55","T1","yes","Aberdeen"
0,"93.2%","0.4","11.4","1H 37M",5,"S","none","03-Aug-22","14:10","T2","no","Aberdeen"
5.6,"85.5%","2","12.6","1H 34M",5,"W","rain","04-Aug-22","14:10","T2","yes","Aberdeen"
25.2,"100.4%","13","-1.4","1H 23M",9,"W","none","05-Aug-22","20:15","T2","yes","Aberdeen"
0,"90.5%","0.3","5.8","2H 10M",1,"S","none","06-Aug-22","06:55","T1","no","Aberdeen"
42.9,"92.7%","9.1","20.2","0H 37M",9,"E","none","07-Aug-22","20:15","T2","yes","Aberdeen"
12.2,"95.9%","3.4","4.8","1H 46M",8,"N","none","08-Aug-22","20:15","T2","yes","Aberdeen"
0,"94.2%","7.4","-6.8","2H 19M",3,"E","none","09-Aug-22","14:10","T1","no","Aberdeen"
6.3,"90.7%","1.7","8.6","1H 53M",6,"N","none","10-Aug-22","20:15","T2","yes","Aberdeen"
0,"94.3%","1.6","-0.2","1H 30M",6,"N","rain","11-Aug-22","06:55","T2","no","Aberdeen"
0,"78.8%","1.5","22.2","1H 54M",1,"E","none","12-Aug-22","14:10","T2","no","Aberdeen"
0,"83.5%","4.5","4.4","2H 6M",3,"W","none","13-Aug-22","20:15","T2","no","Aberdeen"
0,"83.5%","2.2","15.1","2H 0M",4,"N","none","14-Aug-22","20:15","T2","no","Aberdeen"
34.2,"107.2%","3.7","0.4","1H 3M",12,"S","rain","15-Aug-22","20:15","T2","yes","Aberdeen"
5.4,"86.1%","3.3","14.6","2H 12M",3,"N","none","16-Aug-22","20:15","T1","yes","Aberdeen"
13.3,"96.6%","4.4","7.5","1H 0M",6,"S","none","17-Aug-22","06:55","T2","yes","Aberdeen"
12.1,"94.8%","1.9","15.8","1H 8M",5,"S","none","18-Aug-22","14:10","T1","yes","Aberdeen"
0,"85%","0.5","9.9","2H 1M",4,"S","none","19-Aug-22","20:15","T2","no","Aberdeen"
0,"84.4%","3.5","4","2H 15M",2,"S","none","20-Aug-22","14:10","T2","no","Aberdeen"
0,"88.4%","3.7","9.2","1H 32M",4,"S","none","21-Aug-22","14:10","T1","no","Aberdeen"
7.9,"88.3%","1.4","18.8","1H 17M",4,"S","none","22-Aug-22","06:55","T2","yes","Aberdeen"
5.7,"103.3%","7.4","-6.6","2H 25M",2,"W","none","23-Aug-22","06:55","T1","yes","Aberdeen"
24.7,"94.8%","2.5","8.8","1H 31M",6,"W","rain","24-Aug-22","06:55","T2","yes","Aberdeen"
0,"89.1%","0.6","12.7","1H 17M",6,"S","none","25-Aug-22","14:10","T2","no","Aberdeen"
0,"79.7%","3.5","4.1","2H 1M",3,"W","rain","26-Aug-22","14:10","T2","no","Aberdeen"
0,"88.6%","0.4","8","2H 10M",2,"W","rain","27-Aug-22","14:10","T1","no","Aberdeen"
0,"79.3%","1.2","-1.1","1H 37M",3,"S","none","28-Aug-22","06:55","T2","no","Aberdeen"
0,"95.9%","2.7","-7.8","2H 21M",5,"S","none","29-Aug-22","20:15","T2","no","Aberdeen"
0,"79.6%","1.7","6.3","1H 34M",4,"W","rain","30-Aug-22","14:10","T2","no","Aberdeen"
25.3,"95.3%","3.2","15.4","0H 44M",8,"S","none","31-Aug-22","14:10","T2","yes","Aberdeen"
0,"77.7%","7.9","6","1H 34M",5,"S","none","01-Sep-22","20:15","T2","no","Aberdeen"
31.8,"87.3%","5.5","17.9","1H 40M",2,"W","rain","02-Sep-22","14:10","T2","yes","Aberdeen"
0,"89.7%","8.2","1","1H 58M",3,"E","none","03-Sep-22","14:10","T1","no","Aberdeen"
0,"94.3%","1.7","2","1H 54M",4,"S","none","04-Sep-22","14:10","T2","no","Aberdeen"
0,"90.6%","0.4","2.3","2H 19M",1,"N","rain","05-Sep-22","06:55","T1","no","Aberdeen"
0,"79.2%","5","1.2","1H 50M",3,"E","none","06-Sep-22","14:10","T2","no","Aberdeen"
0,"78.1%","3.5","6.4","1H 48M",0,"W","none","07-Sep-22","06:55","T1","no","Aberdeen"
24.2,"91.7%","1.7","13.7","0H 44M",7,"N","rain","08-Sep-22","06:55","T1","yes","Aberdeen"
43.6,"97.3%","15.8","3.8","1H 5M",6,"W","none","09-Sep-22","14:10","T1","yes","Aberdeen"
0,"92.9%","1.5","-1.2","1H 34M",5,"S","none","10-Sep-22","14:10","T1","no","Aberdeen"
13.2,"86%","11.5","1.9","2H 7M",3,"W","none","11-Sep-22","20:15","T1","yes","Aberdeen"
0,"79.7%","1.6","4.7","1H 47M",4,"W","rain","12-Sep-22","20:15","T2","no","Aberdeen"
8.5,"87.9%","4.8","9.8","1H 50M",2,"E","none","13-Sep-22","14:10","T1","yes","Aberdeen"
5,"88.4%","2","2.6","2H 29M",3,"W","rain","14-Sep-22","20:15","T2","yes","Aberdeen"
0,"93.4%","4.8","0.4","2H 1M",3,"S","none","15-Sep-22","06:55","T2","no","Aberdeen"
28,"100.8%","2.6","2.4","0H 59M",9,"S","rain","16-Sep-22","14:10","T2","yes","Aberdeen"
0,"87.6%","1.9","-2.2","2H 2M",3,"W","snowice","17-Sep-22","14:10","T1","no","Aberdeen"
0,"90%","8.2","-3.2","1H 42M",6,"S","none","18-Sep-22","20:15","T2","no","Aberdeen"
5,"78.3%","4.8","9","1H 50M",3,"W","none","19-Sep-22","14:10","T2","yes","Aberdeen"
0,"89.5%","4.9","-1.4","1H 27M",6,"S","none","20-Sep-22","14:10","T2","no","Aberdeen"
34.9,"92.8%","9.3","2.2","1H 13M",6,"W","rain","21-Sep-22","06:55","T2","yes","Aberdeen"
45.4,"93.5%","7.8","11.8","0H 39M",9,"N","none","22-Sep-22","20:15","T2","yes","Aberdeen"
0,"97.3%","8.3","-6","1H 7M",5,"S","none","23-Sep-22","06:55","T2","no","Aberdeen"
6.1,"96.2%","0.3","3.8","1H 16M",7,"S","rain","24-Sep-22","14:10","T1","yes","Aberdeen"
0,"83.5%","0.4","2","1H 22M",2,"S","rain","25-Sep-22","06:55","T1","no","Aberdeen"
0,"84%","0.8","8.2","2H 18M",2,"S","none","26-Sep-22","20:15","T2","no","Aberdeen"
0,"78.9%","3.8","3.4","1H 21M",4,"N","none","27-Sep-22","14:10","T1","no","Aberdeen"
31.4,"96.2%","12.5","-2","1H 9M",7,"W","none","28-Sep-22","14:10","T2","yes","Aberdeen"
0,"80%","0.6","4.4","2H 9M",1,"S","none","29-Sep-22","14:10","T1","no","Aberdeen"
9.2,"84.7%","4.2","5.7","1H 16M",5,"E","rain","30-Sep-22","14:10","T2","yes","Aberdeen"
16.3,"82.9%","1.8","9.6","1H 29M",6,"E","rain","01-Oct-22","20:15","T2","yes","Aberdeen"
0,"75.5%","0.5","9","1H 32M",2,"S","rain","02-Oct-22","14:10","T1","no","Aberdeen"
0,"75.6%","0.8","5.5","1H 47M",3,"S","none","03-Oct-22","20:15","T2","no","Aberdeen"
44.4,"100.9%","8.1","3.2","1H 16M",5,"W","rain","04-Oct-22","06:55","T1","yes","Aberdeen"
24.3,"90.5%","7.6","14.5","0H 56M",2,"N","none","05-Oct-22","06:55","T1","yes","Aberdeen"
21.9,"86.1%","4.3","2.9","1H 30M",8,"W","rain","06-Oct-22","20:15","T2","yes","Aberdeen"
0,"86.8%","6.9","-0.2","1H 45M",3,"N","none","07-Oct-22","14:10","T2","no","Aberdeen"
28.6,"82.2%","4.7","11.4","0H 46M",6,"W","rain","08-Oct-22","14:10","T2","yes","Aberdeen"
0,"83.9%","1.9","-3","1H 57M",3,"W","snowice","09-Oct-22","14:10","T1","no","Aberdeen"
0,"71.1%","2.4","5.8","1H 28M",2,"W","rain","10-Oct-22","06:55","T1","no","Aberdeen"
0,"85.7%","0.4","0","1H 44M",2,"S","none","11-Oct-22","06:55","T1","no","Aberdeen"
23.6,"80%","3.3","4.4","1H 18M",8,"W","rain","12-Oct-22","20:15","T2","yes","Aberdeen"
18.5,"96.1%","6.4","5.4","1H 35M",3,"S","none","13-Oct-22","14:10","T1","yes","Aberdeen"
0,"80%","6","-0.1","1H 12M",5,"N","none","14-Oct-22","14:10","T2","no","Aberdeen"
5.3,"78.6%","10.7","10.5","1H 54M",0,"W","none","15-Oct-22","06:55","T1","yes","Aberdeen"
30,"94%","3.1","3.6","1H 28M",6,"E","rain","16-Oct-22","20:15","T2","yes","Aberdeen"
13.7,"87.7%","1.8","9.5","1H 19M",6,"S","rain","17-Oct-22","20:15","T2","yes","Aberdeen"
12.1,"90.2%","7.4","2.3","1H 44M",4,"S","none","18-Oct-22","20:15","T2","yes","Aberdeen"
0,"83.1%","1.3","7.6","1H 45M",3,"S","none","19-Oct-22","14:10","T2","no","Aberdeen"
16.2,"87.8%","4.9","6","1H 2M",5,"S","rain","20-Oct-22","06:55","T2","yes","Aberdeen"
0,"75.7%","0.9","1.4","2H 19M",1,"N","rain","21-Oct-22","14:10","T2","no","Aberdeen"
19.8,"84%","12.1","-4.6","1H 5M",10,"W","rain","22-Oct-22","20:15","T2","yes","Aberdeen"
29.7,"90.7%","8.8","7.4","1H 23M",3,"E","none","23-Oct-22","06:55","T2","yes","Aberdeen"
43.3,"83.5%","3.4","21.4","1H 9M",3,"W","rain","24-Oct-22","14:10","T1","yes","Aberdeen"
0,"72.9%","4.1","2.2","1H 23M",3,"N","rain","25-Oct-22","14:10","T1","no","Aberdeen"
0,"83%","12.3","-1.6","1H 32M",2,"N","none","26-Oct-22","14:10","T1","no","Aberdeen"
8.5,"81.6%","7.6","1.8","1H 36M",2,"W","rain","27-Oct-22","14:10","T1","yes","Aberdeen"
0,"75.2%","1.3","11.4","1H 31M",2,"N","rain","28-Oct-22","14:10","T1","no","Aberdeen"
19.3,"85.1%","7","-0.5","1H 40M",4,"W","snowice","29-Oct-22","20:15","T2","yes","Aberdeen"
31,"97.9%","4","-0.1","0H 50M",7,"S","snowice","30-Oct-22","06:55","T2","yes","Aberdeen"
20.7,"93.6%","6.4","-0.7","0H 47M",8,"S","none","31-Oct-22","14:10","T2","yes","Aberdeen"
37.3,"98.3%","6.3","2.4","1H 11M",5,"N","rain","01-Nov-22","06:55","T2","yes","Aberdeen"
0,"75.5%","0.7","2.4","1H 58M",1,"S","rain","02-Nov-22","14:10","T1","no","Aberdeen"
0,"77.5%","3.8","1.4","2H 3M",2,"W","snowice","03-Nov-22","14:10","T2","no","Aberdeen"
0,"74.9%","0.9","-7.9","1H 56M",3,"N","snowice","04-Nov-22","14:10","T2","no","Aberdeen"
31.9,"88.3%","1.9","7.4","1H 14M",3,"W","rain","05-Nov-22","06:55","T1","yes","Aberdeen"
5.5,"78.3%","5.5","11.5","1H 21M",2,"S","none","06-Nov-22","14:10","T1","yes","Aberdeen"
0,"82%","3.6","3.6","1H 45M",2,"S","none","07-Nov-22","14:10","T1","no","Aberdeen"
60.7,"83.4%","11.3","13","1H 2M",6,"W","rain","08-Nov-22","20:15","T1","yes","Aberdeen"
5.6,"76.9%","3.8","7.4","1H 23M",2,"N","rain","09-Nov-22","14:10","T2","yes","Aberdeen"
21,"84.2%","1.5","3.8","0H 46M",9,"S","rain","10-Nov-22","20:15","T2","yes","Aberdeen"
7.8,"86%","3.1","-4","1H 51M",6,"S","rain","11-Nov-22","20:15","T2","yes","Aberdeen"
26.9,"93.3%","6.6","-3.2","1H 32M",6,"N","rain","12-Nov-22","20:15","T1","yes","Aberdeen"
6.4,"77.2%","10.6","-1.4","1H 40M",4,"E","none","13-Nov-22","20:15","T2","yes","Aberdeen"
0,"77.8%","4.4","6","1H 39M",1,"N","rain","14-Nov-22","06:55","T1","no","Aberdeen"
13.9,"79.5%","3.4","0.4","1H 33M",4,"W","snowice","15-Nov-22","14:10","T1","yes","Aberdeen"
0,"73.4%","3.6","6.6","1H 18M",1,"S","none","16-Nov-22","06:55","T1","no","Aberdeen"
0,"72.2%","3.4","-0.4","1H 46M",1,"S","none","17-Nov-22","06:55","T1","no","Aberdeen"
7.9,"85.5%","6.7","1.5","1H 14M",2,"S","none","18-Nov-22","06:55","T1","yes","Aberdeen"
89,"94.4%","4.7","13.7","0H 33M",10,"W","rain","19-Nov-22","20:15","T2","yes","Aberdeen"
17.6,"98.4%","7.3","-6.4","1H 16M",5,"S","rain","20-Nov-22","06:55","T1","yes","Aberdeen"
5.3,"83.1%","10.8","-6.6","2H 8M",2,"W","none","21-Nov-22","14:10","T2","yes","Aberdeen"
20,"86.3%","8.4","5.1","1H 23M",3,"S","none","22-Nov-22","14:10","T1","yes","Aberdeen"
0,"77.2%","4.3","-4.3","2H 13M",3,"E","rain","23-Nov-22","20:15","T2","no","Aberdeen"
0,"80.4%","2.8","0.8","1H 17M",3,"S","rain","24-Nov-22","14:10","T2","no","Aberdeen"
11.4,"69.2%","2.2","9","1H 19M",3,"W","rain","25-Nov-22","14:10","T1","yes","Aberdeen"
0,"72.6%","2.9","-2.8","1H 33M",2,"S","rain","26-Nov-22","14:10","T2","no","Aberdeen"
42.1,"82.1%","3.6","20.2","0H 46M",3,"N","rain","27-Nov-22","06:55","T2","yes","Aberdeen"
37.2,"86.3%","4.1","10.6","0H 54M",4,"N","rain","28-Nov-22","06:55","T1","yes","Aberdeen"
0,"88%","5.3","-8.5","2H 0M",1,"S","none","29-Nov-22","06:55","T1","no","Aberdeen"
22.9,"76.5%","3.6","18.3","0H 54M",1,"E","rain","30-Nov-22","06:55","T1","yes","Aberdeen"
24.5,"102.1%","14.3","-8.8","1H 2M",6,"S","none","01-Dec-22","06:55","T2","yes","Aberdeen"
6.1,"72.1%","8.5","1.8","1H 48M",1,"W","rain","02-Dec-22","14:10","T1","yes","Aberdeen"
6.5,"75.1%","12.6","-2.7","1H 39M",3,"E","none","03-Dec-22","20:15","T2","yes","Aberdeen"
34.3,"82.1%","1","16.4","0H 45M",3,"N","rain","04-Dec-22","06:55","T1","yes","Aberdeen"
13.2,"70.4%","2.5","15.5","0H 52M",2,"E","rain","05-Dec-22","06:55","T1","yes","Aberdeen"
5.4,"81.6%","3.1","-4.8","1H 58M",2,"E","snowice","06-Dec-22","14:10","T2","yes","Aberdeen"
23.5,"72.7%","5","7.2","0H 33M",5,"E","rain","07-Dec-22","14:10","T2","yes","Aberdeen"
6.9,"82%","7.5","-6.9","1H 17M",5,"N","rain","08-Dec-22","14:10","T2","yes","Aberdeen"
9.6,"75.7%","5.3","0.9","1H 17M",2,"W","snowice","09-Dec-22","06:55","T2","yes","Aberdeen"
7.4,"79.7%","4.6","-6.6","1H 50M",3,"W","snowice","10-Dec-22","20:15","T2","yes","Aberdeen"
34.7,"94.8%","4.4","-6.6","1H 30M",7,"N","snowice","11-Dec-22","20:15","T2","yes","Aberdeen"
7.5,"80.8%","4.4","4","1H 17M",0,"S","rain","12-Dec-22","06:55","T1","yes","Aberdeen"
0,"86%","6.1","-6.4","1H 16M",2,"S","none","13-Dec-22","06:55","T1","no","Aberdeen"
18.9,"82.5%","8.2","-3.5","1H 21M",2,"W","snowice","14-Dec-22","06:55","T1","yes","Aberdeen"
0,"82.9%","7.2","-8.2","1H 42M",5,"S","none","15-Dec-22","20:15","T2","no","Aberdeen"
38.7,"84.1%","6.6","2.6","1H 23M",2,"W","rain","16-Dec-22","14:10","T1","yes","Aberdeen"
0,"75%","2.2","-0.5","1H 36M",2,"S","rain","17-Dec-22","14:10","T2","no","Aberdeen"
57.1,"87.7%","","","1H 13M",3,"W","snowice","18-Dec-22","14:10","T1","yes","Aberdeen"
26.9,"81.9%","13.4","-5.6","1H 2M",6,"E","rain","19-Dec-22","14:10","T2","yes","Aberdeen"
0,"72.7%","2.4","-4.8","1H 12M",5,"S","snowice","20-Dec-22","20:15","T2","no","Aberdeen"
20.8,"82%","11","-2","0H 55M",5,"S","none","21-Dec-22","14:10","T2","yes","Aberdeen"
16,"82.3%","3","-2.2","1H 0M",7,"S","rain","22-Dec-22","20:15","T2","yes","Aberdeen"
45.6,"87.8%","9.2","-0.1","0H 17M",3,"N","snowice","23-Dec-22","06:55","T1","yes","Aberdeen"
0,"71.7%","2.8","-7.5","1H 23M",3,"S","snowice","24-Dec-22","14:10","T2","no","Aberdeen"
0,"79.8%","4.4","-7.1","1H 47M",3,"S","rain","25-Dec-22","14:10","T2","no","Aberdeen"
38,"87.3%","17.6","-8","1H 8M",5,"W","rain","26-Dec-22","06:55","T2","yes","Aberdeen"
26.4,"90.3%","10.1","-5.8","2H 10M",0,"N","rain","27-Dec-22","14:10","T1","yes","Aberdeen"
25.7,"75.1%","8.5","-0.5","1H 36M",1,"E","snowice","28-Dec-22","14:10","T1","yes","Aberdeen"
6.9,"66.4%","4.6","-4.6","1H 46M",2,"N","snowice","29-Dec-22","20:15","T2","yes","Aberdeen"
21.4,"72%","11.2","-3.7","0H 54M",3,"S","rain","30-Dec-22","20:15","T1","yes","Aberdeen"
0,"68.2%","12.2","-8.9","1H 10M",2,"S","rain","31-Dec-22","14:10","T2","no","Aberdeen"
0,"69.3%","0.7","6.2","1H 47M",4,"S","rain","21-Feb-21","20:15","T1","no","Aberdeen"
59,"93.8%","4.4","13.4","0H 40M",7,"W","rain","07-Apr-21","06:55","T1","yes","Aberdeen"
5.5,"103.9%","4.4","-4","2H 11M",6,"S","none","26-May-21","20:15","T2","yes","Aberdeen"
5.2,"87.6%","4.3","9.3","1H 14M",4,"W","none","28-May-21","06:55","T2","yes","Aberdeen"
0,"89.3%","1.5","0","1H 46M",6,"N","none","27-Jul-21","14:10","T2","no","Aberdeen"
0,"75.7%","2.9","-8.5","1H 41M",1,"S","none","24-Jan-22","06:55","T1","no","Aberdeen"
0,"69%","2.2","-1.6","2H 3M",1,"N","rain","04-Mar-22","14:10","T2","no","Aberdeen"
11.2,"106.5%","3.2","-3.2","1H 37M",7,"S","none","27-Apr-22","20:15","T1","yes","Aberdeen"
13.2,"86%","11.5","1.9","2H 7M",3,"W","none","11-Sep-22","20:15","T1","yes","Aberdeen"
